id,wiek,plec,staz_pracy_lat,typ_instytucji,stanowisko,pyt1_korzysci_ai,pyt2_obawy_ai,pyt3_przyszlosc,pyt1_dlugosc,pyt2_dlugosc,pyt3_dlugosc,jezyk
148,45,K,18,muzeum,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
149,28,K,3,archiwum,informatyk,"AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.",44,44,44,pl
150,22,M,4,archiwum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
151,22,K,32,biblioteka_publiczna,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
152,26,M,5,muzeum,inny,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
153,31,K,33,muzeum,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
154,38,M,14,archiwum,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
155,24,I,2,archiwum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
156,43,K,2,biblioteka_publiczna,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
157,29,K,8,archiwum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
158,55,K,29,biblioteka_akademicka,bibliotekarz,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
159,38,M,19,muzeum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
160,38,M,10,muzeum,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
161,49,M,22,muzeum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
162,40,M,39,muzeum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
163,31,M,18,biblioteka_publiczna,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
164,65,K,37,biblioteka_publiczna,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
165,58,M,33,biblioteka_publiczna,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
166,57,K,11,biblioteka_akademicka,bibliotekarz,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
167,22,M,19,biblioteka_publiczna,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
168,40,K,36,archiwum,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
169,41,M,13,biblioteka_publiczna,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
170,43,K,6,archiwum,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
171,64,M,29,biblioteka_akademicka,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
172,51,K,18,biblioteka_publiczna,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
173,43,K,7,archiwum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
174,37,M,22,biblioteka_akademicka,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
175,52,M,28,archiwum,bibliotekarz,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
176,31,K,17,muzeum,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
177,44,K,1,muzeum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
178,52,K,8,biblioteka_akademicka,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
179,27,K,18,biblioteka_akademicka,kierownik,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
180,48,K,15,biblioteka_publiczna,kierownik,"AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.",44,44,44,pl
181,44,I,39,biblioteka_akademicka,kierownik,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
182,65,K,6,biblioteka_akademicka,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
183,54,K,36,archiwum,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
184,48,M,16,biblioteka_publiczna,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
185,47,K,26,archiwum,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
186,31,K,27,biblioteka_akademicka,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
187,32,I,6,muzeum,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
188,26,M,19,archiwum,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
189,24,K,37,biblioteka_publiczna,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
190,63,M,27,archiwum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
191,38,K,39,biblioteka_akademicka,inny,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
192,48,K,36,biblioteka_akademicka,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
193,30,K,27,archiwum,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
194,33,K,37,archiwum,inny,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
